"X","Y","DateTime","ID"
1092603.0832091,-2129948.98756413,2013-01-04 09:11:00,"MET.K1"
1090805.41473263,-2134183.7649199,2013-01-04 17:11:00,"MET.K1"
1090225.8186508,-2137636.24122608,2013-01-04 21:12:00,"MET.K1"
1090292.71801212,-2140036.69574064,2013-01-05 01:11:00,"MET.K1"
1091525.57797221,-2138098.65973891,2013-01-05 05:12:00,"MET.K1"
1093094.16318129,-2136041.45062499,2013-01-05 09:11:00,"MET.K1"
1093245.13358083,-2136303.21031779,2013-01-05 13:12:00,"MET.K1"
1094856.74209319,-2136339.00887571,2013-01-05 17:11:00,"MET.K1"
1095689.10261637,-2134945.08862228,2013-01-05 21:11:00,"MET.K1"
1095768.58497789,-2134516.24337549,2013-01-06 01:12:00,"MET.K1"
1095675.73152867,-2131239.63061438,2013-01-06 09:13:00,"MET.K1"
1096068.62730703,-2127446.21791464,2013-01-06 13:11:00,"MET.K1"
1093877.94633157,-2124350.71027892,2013-01-06 17:12:00,"MET.K1"
1092338.01597164,-2123765.0250109,2013-01-06 21:11:00,"MET.K1"
1092152.59341134,-2123878.01390552,2013-01-07 01:08:00,"MET.K1"
1092609.89105531,-2123920.5667321,2013-01-07 09:08:00,"MET.K1"
1094071.81759375,-2122179.87305678,2013-01-07 13:08:00,"MET.K1"
1093439.11802713,-2121675.7552302,2013-01-07 17:07:00,"MET.K1"
1093681.07576121,-2120958.61357891,2013-01-07 21:07:00,"MET.K1"
1093783.46189226,-2121715.78615705,2013-01-08 09:08:00,"MET.K1"
1093781.36594271,-2121289.86174666,2013-01-08 13:08:00,"MET.K1"
1094215.7201024,-2119394.75877353,2013-01-08 17:07:00,"MET.K1"
1093887.87206216,-2116514.37763592,2013-01-08 21:07:00,"MET.K1"
1094035.38487539,-2115119.25958852,2013-01-09 01:07:00,"MET.K1"
1097315.71825499,-2112595.46273903,2013-01-09 09:09:00,"MET.K1"
1098127.56428668,-2112345.97611555,2013-01-09 13:08:00,"MET.K1"
1098196.57041751,-2112272.59775959,2013-01-09 17:07:00,"MET.K1"
1099307.62009031,-2110886.39410747,2013-01-09 21:07:00,"MET.K1"
1099342.18708173,-2110472.74619081,2013-01-10 05:08:00,"MET.K1"
1099051.65980064,-2110298.75657685,2013-01-10 09:07:00,"MET.K1"
1098522.69497748,-2110465.09792245,2013-01-10 13:08:00,"MET.K1"
1095196.78616876,-2112582.63610028,2013-01-10 19:38:00,"MET.K1"
1095584.46314605,-2110890.5725218,2013-01-10 23:36:00,"MET.K1"
1095458.55242524,-2110760.86935948,2013-01-11 07:37:00,"MET.K1"
1095278.67359321,-2110369.24332374,2013-01-11 15:36:00,"MET.K1"
1092456.96296758,-2108947.7056033,2013-01-11 19:35:00,"MET.K1"
1092099.09117648,-2107835.52084381,2013-01-11 23:35:00,"MET.K1"
1092738.50132554,-2108017.20561217,2013-01-12 03:36:00,"MET.K1"
1092937.09411994,-2107992.43495812,2013-01-12 07:35:00,"MET.K1"
1093796.49103067,-2108570.36625268,2013-01-12 11:36:00,"MET.K1"
1094910.47677245,-2107742.2080365,2013-01-12 15:35:00,"MET.K1"
1095335.89249611,-2107243.29848747,2013-01-12 19:36:00,"MET.K1"
1095057.13774249,-2106865.187884,2013-01-12 23:35:00,"MET.K1"
1095094.92296835,-2106215.94266871,2013-01-13 07:36:00,"MET.K1"
1094720.08534434,-2105534.5482967,2013-01-13 11:35:00,"MET.K1"
1095030.05096186,-2103292.91785664,2013-01-13 15:36:00,"MET.K1"
